Date,Category,Type,Amount
2023-02-12,Utilities,Revenue,4075.21
2024-05-04,Service Fees,Revenue,7432.67
2023-01-08,Software Licenses,Expense,4911.28
2023-12-01,Utilities,Expense,8481.56
2023-05-06,Office Rent,Expense,5902.88
2024-08-16,Product Sales,Revenue,4088.76
2024-06-21,Service Fees,Expense,9857.15
2024-06-13,Software Licenses,Revenue,3697.77
2024-06-25,Salaries,Expense,8564.24
2023-01-16,Service Fees,Revenue,2336.05
2023-09-01,Utilities,Expense,3320.53
2023-05-17,Salaries,Expense,7811.71
2023-08-17,Product Sales,Revenue,5840.49
2024-04-08,Software Licenses,Expense,8148.36
2023-08-05,Service Fees,Revenue,1171.17
2023-07-18,Utilities,Revenue,6011.43
2023-12-04,Product Sales,Expense,8644.26
2023-04-20,Marketing,Revenue,5962.52
2023-03-09,Marketing,Expense,2009.38
2023-01-24,Office Rent,Revenue,8268.8
2024-06-23,Product Sales,Revenue,1265.18
2023-10-08,Product Sales,Revenue,7704.02
2024-10-26,Salaries,Expense,8326.72
2024-02-07,Salaries,Expense,2830.84
2024-01-21,Office Rent,Expense,8265.11
2023-10-13,Marketing,Expense,4389.97
2023-12-21,Product Sales,Revenue,5511.45
2023-12-17,Service Fees,Revenue,10178.08
2024-10-31,Marketing,Expense,3798.71
2024-08-06,Product Sales,Expense,7807.63
2023-08-18,Office Rent,Revenue,4051.58
2023-05-04,Salaries,Expense,4695.02
2024-05-11,Salaries,Revenue,8865.61
2023-12-09,Salaries,Revenue,9944.52
2022-12-28,Product Sales,Expense,6467.86
2023-04-13,Office Rent,Expense,4469.95
2023-04-04,Product Sales,Expense,4254.23
2023-07-03,Product Sales,Expense,9618.78
2024-08-31,Office Rent,Expense,8331.78
2024-10-17,Marketing,Expense,5909.43
2024-08-23,Software Licenses,Revenue,7337.8
2023-08-21,Service Fees,Revenue,3858.14
2024-03-16,Office Rent,Expense,4027.53
2024-06-11,Marketing,Expense,7612.77
2023-03-12,Salaries,Expense,6175.22
2024-06-11,Service Fees,Revenue,7193.67
2023-09-27,Service Fees,Revenue,3812.71
2024-08-08,Service Fees,Expense,10548.56
2024-12-25,Service Fees,Revenue,1885.9
2024-06-02,Salaries,Revenue,8062.18
2024-06-20,Salaries,Revenue,3531.47
2024-09-05,Office Rent,Revenue,817.91
2024-05-18,Service Fees,Expense,10159.24
2024-11-02,Salaries,Revenue,4064.96
2024-11-28,Office Rent,Expense,8873.31
2023-08-24,Utilities,Expense,4804.66
2024-06-08,Software Licenses,Expense,7004.47
2024-09-11,Product Sales,Expense,5602.42
2023-05-10,Software Licenses,Revenue,6401.33
2023-05-13,Service Fees,Expense,2601.86
2024-01-13,Product Sales,Expense,9244.37
2024-10-15,Software Licenses,Expense,2838.71
2023-12-10,Service Fees,Expense,1193.35
2024-01-31,Product Sales,Revenue,6543.48
2023-05-29,Marketing,Expense,2923.5
2023-11-07,Utilities,Expense,2805.39
2024-04-08,Office Rent,Revenue,7286.59
2023-12-26,Marketing,Revenue,8817.33
2023-12-24,Marketing,Expense,8274.02
2024-04-25,Salaries,Expense,7914.52
2023-06-30,Office Rent,Expense,9502.32
2024-04-21,Marketing,Expense,1794.93
2023-08-15,Utilities,Revenue,2836.04
2024-02-01,Office Rent,Expense,3623.07
2023-03-18,Utilities,Expense,5979.8
2024-08-25,Salaries,Revenue,6668.27
2023-07-19,Software Licenses,Revenue,4406.71
2023-07-04,Utilities,Revenue,2926.36
2023-10-07,Product Sales,Revenue,1668.48
2024-08-01,Service Fees,Revenue,2024.11
2023-07-15,Software Licenses,Revenue,6251.85
2023-10-30,Marketing,Revenue,3993.58
2023-04-06,Software Licenses,Expense,10499.03
2024-03-18,Salaries,Expense,9332.81
2023-03-21,Office Rent,Expense,6592.9
2023-10-26,Service Fees,Expense,6166.48
2024-07-31,Utilities,Expense,4268.08
2024-06-06,Software Licenses,Expense,577.18
2024-10-26,Office Rent,Expense,1181.69
2023-04-21,Product Sales,Expense,8848.79
2024-09-14,Marketing,Expense,1675.43
2023-05-02,Marketing,Expense,2844.03
2024-06-07,Service Fees,Revenue,979.44
2022-12-30,Service Fees,Revenue,8506.66
2023-06-05,Utilities,Revenue,7894.59
2024-06-05,Service Fees,Revenue,606.72
2023-05-18,Salaries,Revenue,5855.42
2024-06-04,Utilities,Revenue,1016.3
2023-11-02,Office Rent,Expense,963.96
2023-05-21,Utilities,Revenue,9433.91
2023-06-25,Marketing,Expense,8511.24
2024-02-29,Office Rent,Expense,6583.69
2023-02-23,Marketing,Revenue,707.02
2024-10-05,Service Fees,Revenue,10100.73
2023-05-26,Utilities,Expense,9023.01
2023-11-10,Office Rent,Expense,7446.26
2023-04-08,Service Fees,Expense,1681.77
2023-01-15,Office Rent,Expense,7677.14
2024-01-22,Salaries,Revenue,9472.81
2023-08-01,Utilities,Revenue,6008.32
2023-08-16,Software Licenses,Expense,1078.52
2023-10-14,Product Sales,Expense,5223.58
2023-09-05,Salaries,Expense,668.43
2024-06-19,Software Licenses,Revenue,6552.35
2024-12-02,Salaries,Revenue,2884.49
2023-09-28,Utilities,Expense,9103.05
2023-11-20,Office Rent,Expense,8440.28
2023-07-29,Product Sales,Revenue,3001.5
2024-05-09,Software Licenses,Expense,9387.57
2024-11-17,Service Fees,Expense,8365.72
2023-04-25,Office Rent,Revenue,5468.83
2023-09-30,Service Fees,Revenue,8092.82
2024-05-09,Marketing,Expense,7751.69
2023-03-26,Marketing,Expense,1787.29
2023-07-01,Marketing,Expense,10716.28
2023-01-11,Service Fees,Expense,9094.85
2023-01-30,Utilities,Expense,8944.38
2024-02-04,Office Rent,Expense,5939.33
2024-04-26,Office Rent,Expense,4484.11
2023-04-28,Utilities,Revenue,10404.77
2023-04-24,Marketing,Revenue,6516.07
2024-09-08,Office Rent,Expense,4241.67
2023-02-07,Utilities,Revenue,6141.57
2024-09-10,Software Licenses,Expense,1368.68
2023-06-21,Salaries,Revenue,3890.63
2023-06-08,Salaries,Expense,3845.49
2023-04-12,Salaries,Expense,3018.99
2022-12-31,Salaries,Expense,914.97
2023-07-16,Product Sales,Expense,2193.09
2024-11-03,Product Sales,Expense,6996.72
2023-07-20,Office Rent,Expense,4621.81
2024-09-03,Salaries,Revenue,3244.6
2024-10-25,Salaries,Revenue,4860.95
2023-02-21,Service Fees,Revenue,1880.9
2023-02-20,Software Licenses,Revenue,8574.74
2023-01-29,Service Fees,Expense,9734.05
2024-05-03,Marketing,Revenue,5221.66
2024-03-30,Software Licenses,Expense,1512.72
2023-04-23,Product Sales,Revenue,9270.69
2024-05-05,Salaries,Revenue,8953.44
2023-11-04,Utilities,Revenue,9556.29
2023-12-07,Service Fees,Revenue,4206.0
2023-02-01,Service Fees,Expense,7020.19
2024-01-28,Product Sales,Revenue,9041.11
2023-01-02,Marketing,Expense,803.76
2024-01-31,Product Sales,Expense,2553.52
2023-01-23,Software Licenses,Expense,6343.6
2023-07-08,Marketing,Revenue,4888.26
2023-03-30,Marketing,Revenue,5599.27
2024-07-16,Salaries,Revenue,5160.28
2023-05-09,Salaries,Expense,4982.81
2023-01-27,Marketing,Expense,8144.73
2024-10-02,Software Licenses,Revenue,570.14
2024-08-14,Office Rent,Expense,4394.64
2023-08-20,Utilities,Revenue,985.68
2023-03-30,Utilities,Revenue,2454.3
2023-12-01,Marketing,Revenue,3017.76
2024-04-26,Software Licenses,Revenue,8712.09
2024-04-21,Salaries,Expense,7174.69
2023-11-20,Service Fees,Expense,3338.2
2024-04-23,Office Rent,Expense,1809.11
2024-09-07,Product Sales,Expense,6765.4
2023-06-30,Product Sales,Revenue,2997.41
2023-04-06,Utilities,Expense,8873.39
2023-07-07,Product Sales,Expense,1331.76
2023-12-26,Office Rent,Expense,6788.51
2024-12-02,Product Sales,Expense,1568.17
2023-03-19,Product Sales,Expense,5422.7
2023-12-13,Utilities,Revenue,7320.27
2023-11-22,Salaries,Expense,8304.95
2023-10-09,Utilities,Revenue,8899.34
2024-12-10,Service Fees,Revenue,5526.62
2023-01-18,Service Fees,Revenue,8154.43
2024-04-29,Salaries,Revenue,9362.06
2024-07-10,Software Licenses,Expense,10324.8
2023-09-13,Software Licenses,Expense,4456.48
2024-06-27,Marketing,Revenue,6919.49
2024-05-24,Office Rent,Expense,2174.89
2024-03-02,Marketing,Expense,8426.29
2024-05-28,Marketing,Expense,8755.01
2023-12-11,Software Licenses,Revenue,4670.07
2024-08-03,Service Fees,Expense,4394.62
2024-03-25,Software Licenses,Revenue,7680.16
2024-02-13,Salaries,Revenue,5467.2
2023-04-18,Office Rent,Expense,8103.6
2024-10-22,Product Sales,Revenue,3697.52
2023-01-10,Salaries,Expense,7191.24
2023-10-17,Utilities,Revenue,4152.15
2023-06-07,Service Fees,Revenue,1003.51
2023-03-30,Utilities,Expense,577.08
2023-11-01,Utilities,Expense,7180.12
2024-07-05,Product Sales,Expense,2511.78
2024-06-13,Utilities,Expense,5113.46
2024-03-28,Marketing,Expense,4867.79
2023-07-25,Utilities,Revenue,5242.61
2023-03-25,Software Licenses,Expense,6657.87
2024-04-28,Marketing,Expense,1609.48
2023-03-21,Product Sales,Expense,1865.46
2024-01-25,Office Rent,Expense,2384.29
2023-05-12,Salaries,Revenue,951.36
2023-10-16,Product Sales,Revenue,8508.08
2023-12-24,Office Rent,Expense,9364.36
2023-04-16,Office Rent,Revenue,4109.12
2023-08-17,Product Sales,Expense,6267.73
2023-10-21,Service Fees,Revenue,1815.58
2023-03-29,Utilities,Expense,1694.3
2023-04-04,Marketing,Revenue,4436.85
2024-06-23,Salaries,Revenue,10081.69
2023-09-02,Salaries,Expense,6939.88
2024-01-14,Software Licenses,Revenue,4863.68
2023-07-09,Salaries,Revenue,9369.99
2023-01-15,Software Licenses,Expense,4480.3
2024-02-02,Marketing,Revenue,7932.26
2024-08-13,Software Licenses,Expense,844.49
2024-05-10,Marketing,Expense,9537.38
2023-01-20,Software Licenses,Expense,1671.8
2024-06-11,Service Fees,Expense,6192.1
2024-03-29,Product Sales,Revenue,9576.05
2024-05-26,Service Fees,Expense,5699.14
2023-08-12,Salaries,Revenue,8687.46
2023-02-16,Utilities,Expense,8269.67
2024-06-06,Marketing,Expense,9916.54
2023-04-18,Marketing,Expense,6888.07
2023-10-16,Utilities,Expense,2857.2
2023-12-15,Software Licenses,Expense,8002.47
2023-12-12,Utilities,Revenue,4672.8
2023-08-13,Software Licenses,Revenue,7466.95
2024-01-30,Utilities,Expense,3191.53
2023-12-29,Salaries,Revenue,8581.72
2024-11-23,Utilities,Expense,2291.19
2024-10-08,Service Fees,Revenue,7810.56
2024-04-23,Service Fees,Expense,2579.88
2024-08-04,Software Licenses,Revenue,6639.56
2024-04-09,Office Rent,Revenue,2910.72
2023-04-06,Service Fees,Revenue,1870.66
2024-08-10,Product Sales,Expense,4521.09
2023-06-24,Marketing,Revenue,6456.81
2024-03-20,Product Sales,Expense,2699.3
2023-11-04,Utilities,Revenue,3786.12
2023-04-08,Software Licenses,Revenue,3300.34
2024-09-12,Software Licenses,Revenue,10355.32
2023-01-23,Salaries,Expense,9264.11
2024-01-21,Marketing,Revenue,2970.7
2024-09-05,Service Fees,Revenue,10898.24
2023-02-14,Salaries,Expense,7757.9
2023-11-30,Marketing,Expense,3685.27
2024-05-02,Software Licenses,Expense,4512.43
2024-07-29,Office Rent,Expense,8018.43
2024-01-07,Software Licenses,Expense,2376.08
2024-11-04,Service Fees,Expense,5797.71
2024-03-04,Product Sales,Expense,2292.75
2023-08-14,Salaries,Revenue,7509.82
2024-01-26,Software Licenses,Expense,5397.11
2023-05-02,Office Rent,Expense,4404.42
2024-08-10,Office Rent,Expense,10197.49
2023-03-12,Service Fees,Expense,4362.26
2023-02-06,Utilities,Expense,3650.93
2024-03-16,Software Licenses,Expense,1402.52
2023-07-22,Office Rent,Expense,6249.15
2024-08-23,Product Sales,Expense,908.87
2023-07-14,Salaries,Expense,10062.46
2023-06-08,Salaries,Expense,6141.57
2024-12-15,Utilities,Revenue,8481.36
2023-03-30,Salaries,Expense,4481.08
2023-02-16,Product Sales,Expense,1582.21
2023-04-15,Salaries,Expense,5921.46
2023-10-14,Product Sales,Expense,3162.78
2023-03-11,Marketing,Revenue,6065.7
2023-02-16,Office Rent,Expense,9767.95
2024-01-09,Office Rent,Expense,1604.81
2023-08-03,Service Fees,Expense,10255.5
2023-10-22,Office Rent,Revenue,9324.24
2024-07-25,Salaries,Revenue,5154.03
2023-03-31,Office Rent,Expense,6775.9
2023-05-29,Service Fees,Expense,8702.51
2024-03-13,Office Rent,Expense,9637.99
2024-11-02,Marketing,Revenue,7689.38
2024-04-07,Utilities,Revenue,2158.56
2023-04-14,Service Fees,Revenue,6401.58
2023-03-08,Salaries,Revenue,6743.6
2023-03-19,Product Sales,Revenue,5758.45
2024-02-04,Service Fees,Revenue,7175.07
2024-07-23,Software Licenses,Expense,4948.52
2024-05-20,Office Rent,Revenue,4302.5
2023-09-15,Salaries,Revenue,9548.73
2024-09-14,Software Licenses,Revenue,9552.8
2024-07-12,Product Sales,Expense,1935.63
2024-09-18,Utilities,Expense,5853.51
2023-01-24,Product Sales,Revenue,4951.37
2024-10-22,Office Rent,Expense,2804.67
2024-02-23,Product Sales,Expense,2309.41
2024-05-22,Marketing,Revenue,4710.93
2024-01-08,Software Licenses,Expense,2459.2
2023-11-09,Product Sales,Expense,1845.8
2024-09-20,Product Sales,Revenue,5179.34
2023-08-26,Salaries,Expense,2971.76
2024-08-15,Software Licenses,Expense,9435.94
2023-10-04,Service Fees,Revenue,7449.72
2024-06-07,Office Rent,Expense,7634.61
2023-07-15,Marketing,Expense,6251.49
2024-06-21,Utilities,Expense,10544.27
2024-06-17,Product Sales,Revenue,6991.61
2023-06-18,Utilities,Revenue,4556.27
2023-06-16,Office Rent,Expense,5950.24
2023-10-20,Marketing,Revenue,2763.88
2023-07-11,Product Sales,Expense,6210.76
2024-01-05,Salaries,Revenue,6808.17
2024-07-26,Marketing,Revenue,8629.66
2024-06-15,Product Sales,Expense,8528.53
2024-06-05,Utilities,Expense,8690.96
2023-12-25,Marketing,Revenue,7115.88
2023-03-30,Marketing,Expense,4730.21
2023-11-03,Service Fees,Expense,8420.61
2023-06-13,Product Sales,Revenue,1896.57
2023-07-27,Salaries,Revenue,5185.84
2023-02-02,Marketing,Revenue,5209.23
2024-05-23,Software Licenses,Expense,1228.23
2024-07-03,Salaries,Expense,3236.59
2024-08-01,Salaries,Expense,8618.37
2024-07-28,Service Fees,Revenue,8376.63
2023-02-07,Service Fees,Expense,2107.8
2023-09-13,Office Rent,Revenue,3979.39
2024-03-20,Office Rent,Revenue,10853.96
2023-01-27,Salaries,Revenue,8503.35
2024-12-13,Service Fees,Expense,2393.86
2024-03-11,Office Rent,Expense,6604.46
2024-07-13,Utilities,Revenue,6328.72
2024-07-29,Salaries,Expense,7101.71
2024-10-12,Utilities,Revenue,7778.07
2023-09-27,Service Fees,Revenue,2282.7
2023-01-29,Utilities,Revenue,7988.17
2023-10-05,Software Licenses,Expense,9135.0
2024-01-23,Office Rent,Revenue,3495.84
2024-01-20,Product Sales,Revenue,9844.31
2024-10-13,Salaries,Revenue,5872.65
2024-06-05,Marketing,Expense,3478.88
2024-12-16,Marketing,Revenue,8312.33
2023-11-10,Product Sales,Expense,4894.47
2023-12-12,Utilities,Expense,8545.94
2024-03-23,Service Fees,Expense,3887.75
2024-05-23,Office Rent,Revenue,6357.53
2024-02-23,Salaries,Expense,797.21
2024-09-07,Salaries,Expense,3782.06
2023-11-08,Product Sales,Revenue,3013.04
2023-01-26,Product Sales,Revenue,8111.93
2024-08-28,Utilities,Revenue,2792.81
2024-08-14,Salaries,Revenue,1575.1
2024-04-24,Salaries,Revenue,916.8
2024-07-04,Marketing,Revenue,4546.44
2023-04-17,Marketing,Revenue,4845.07
2024-07-16,Salaries,Expense,6184.27
2024-07-19,Utilities,Expense,3428.39
2024-11-25,Utilities,Revenue,3395.57
2024-05-04,Salaries,Revenue,2251.04
2023-02-16,Software Licenses,Revenue,3054.79
2023-12-25,Service Fees,Expense,7551.68
2023-07-31,Service Fees,Revenue,8725.92
2023-06-19,Salaries,Expense,5719.68
2024-08-14,Salaries,Revenue,1487.55
2024-07-01,Product Sales,Expense,6641.45
2023-12-09,Salaries,Revenue,4307.63
2024-12-25,Product Sales,Expense,6344.24
2023-05-24,Office Rent,Revenue,1129.25
2023-07-09,Product Sales,Expense,5909.06
2024-01-05,Salaries,Expense,713.26
2024-09-07,Software Licenses,Expense,7369.42
2023-09-25,Marketing,Revenue,8974.7
2024-12-12,Salaries,Expense,5575.26
2023-12-26,Service Fees,Expense,3328.9
2024-01-07,Service Fees,Revenue,6594.13
2024-11-05,Office Rent,Revenue,7618.05
2024-05-11,Marketing,Revenue,9513.1
2024-03-25,Salaries,Revenue,3267.58
2023-11-01,Product Sales,Expense,9941.11
2023-04-03,Utilities,Expense,5927.48
2024-03-24,Office Rent,Revenue,1847.52
2023-05-23,Office Rent,Revenue,4802.63
2023-12-18,Marketing,Revenue,10367.01
2024-02-28,Service Fees,Expense,4204.3
2023-03-07,Product Sales,Revenue,6905.75
2024-06-01,Marketing,Expense,9386.23
2023-07-19,Marketing,Revenue,9098.07
2024-11-27,Service Fees,Revenue,5990.65
2023-03-28,Marketing,Expense,7005.24
2024-07-25,Marketing,Expense,2166.82
2024-09-10,Office Rent,Revenue,9616.0
2023-11-11,Office Rent,Revenue,6020.87
2023-03-01,Marketing,Expense,2633.2
2024-10-30,Software Licenses,Expense,6827.33
2023-09-12,Software Licenses,Revenue,1295.1
2024-09-21,Utilities,Expense,5489.71
2023-07-15,Utilities,Expense,7042.9
2023-11-30,Product Sales,Expense,9050.09
2023-04-07,Product Sales,Revenue,5289.07
2023-09-13,Salaries,Expense,10529.19
2023-01-19,Salaries,Revenue,10325.37
2023-12-26,Service Fees,Expense,7538.91
2024-02-01,Marketing,Expense,1761.12
2023-02-15,Software Licenses,Revenue,3254.16
2023-11-29,Software Licenses,Expense,7888.02
2024-02-02,Utilities,Revenue,3247.61
2023-06-10,Software Licenses,Revenue,1799.49
2024-04-29,Service Fees,Revenue,9170.61
2023-09-11,Marketing,Revenue,6225.66
2023-06-23,Service Fees,Expense,3210.98
2024-08-06,Service Fees,Revenue,1458.72
2024-02-19,Product Sales,Expense,9140.86
2024-07-03,Product Sales,Expense,2163.32
2024-04-13,Utilities,Expense,9153.08
2023-09-20,Software Licenses,Expense,8608.95
2023-12-10,Software Licenses,Expense,4458.01
2023-07-04,Salaries,Revenue,7722.52
2024-03-09,Marketing,Revenue,4315.32
2023-12-28,Salaries,Expense,7514.42
2023-05-21,Software Licenses,Expense,6977.78
2024-09-17,Office Rent,Expense,1764.8
2024-08-28,Utilities,Expense,7834.21
2023-09-26,Service Fees,Revenue,4956.41
2024-09-23,Salaries,Revenue,4241.59
2024-08-03,Marketing,Expense,6275.64
2023-08-24,Marketing,Expense,2662.82
2023-05-19,Salaries,Expense,1461.3
2024-03-12,Salaries,Expense,8068.92
2024-05-15,Software Licenses,Expense,9144.1
2023-11-14,Office Rent,Revenue,7845.2
2024-10-13,Utilities,Expense,5062.5
2023-01-28,Product Sales,Revenue,7813.17
2024-09-20,Office Rent,Revenue,8962.28
2023-06-20,Office Rent,Revenue,3471.57
2023-06-20,Office Rent,Revenue,3273.48
2023-11-15,Service Fees,Expense,2351.17
2023-11-30,Marketing,Expense,2163.06
2023-01-26,Office Rent,Expense,4123.65
2023-02-04,Salaries,Expense,9936.17
2023-10-07,Utilities,Revenue,9989.21
2023-09-03,Office Rent,Revenue,6816.42
2023-01-21,Marketing,Revenue,5218.12
2023-03-20,Marketing,Expense,8445.95
2023-04-03,Software Licenses,Expense,562.2
2024-02-11,Service Fees,Revenue,4609.41
2024-04-11,Marketing,Revenue,6185.98
2023-02-22,Office Rent,Expense,7616.72
2024-12-19,Software Licenses,Expense,9873.4
2023-05-30,Marketing,Expense,2492.8
2024-10-14,Salaries,Revenue,4248.49
2023-03-22,Salaries,Expense,3528.19
2024-11-24,Salaries,Expense,2364.81
2023-09-11,Product Sales,Revenue,5573.82
2023-11-24,Salaries,Revenue,3621.55
2024-07-18,Service Fees,Revenue,3891.92
2023-06-09,Product Sales,Expense,1266.53
2023-05-08,Office Rent,Revenue,9832.93
2023-10-08,Service Fees,Expense,9599.69
2023-01-17,Salaries,Expense,1129.42
2023-02-14,Software Licenses,Expense,4074.81
2023-12-29,Service Fees,Revenue,4164.29
2023-11-06,Office Rent,Expense,9324.4
2023-02-15,Product Sales,Expense,6887.83
2024-10-30,Product Sales,Expense,4258.16
2024-06-23,Product Sales,Revenue,790.67
2023-04-15,Marketing,Expense,6427.93
2023-05-25,Marketing,Revenue,6359.7
2023-08-10,Service Fees,Revenue,9546.58
2024-06-11,Software Licenses,Expense,1611.81
2024-05-07,Marketing,Expense,9187.5
2024-08-19,Utilities,Expense,6092.09
2023-03-29,Service Fees,Revenue,9373.35
2023-01-09,Utilities,Revenue,8892.48
2024-10-02,Salaries,Expense,8881.33
2023-08-05,Utilities,Revenue,4540.21
2023-12-19,Salaries,Expense,6350.98
2023-03-15,Product Sales,Expense,4296.63
2024-10-07,Software Licenses,Expense,6618.1
2023-01-17,Service Fees,Revenue,4115.56
2023-02-09,Marketing,Revenue,2885.17
2023-12-22,Utilities,Expense,2126.73
2024-10-15,Service Fees,Revenue,2916.99
2022-12-31,Marketing,Expense,5633.28
2023-02-27,Office Rent,Revenue,4683.45
2024-07-07,Salaries,Revenue,548.09
2023-12-08,Utilities,Expense,7688.72
2023-03-20,Service Fees,Expense,5706.64
2024-08-12,Service Fees,Revenue,1574.12
2023-05-07,Office Rent,Revenue,6114.47
2023-01-07,Service Fees,Expense,7829.98
2024-02-19,Utilities,Expense,4331.96
2024-04-02,Software Licenses,Revenue,8874.29
2024-01-01,Product Sales,Expense,6848.92
2023-02-19,Office Rent,Expense,8674.01
2024-03-10,Service Fees,Expense,8755.18
2024-11-08,Office Rent,Expense,10428.86
2023-06-23,Office Rent,Expense,9004.27
2024-03-23,Software Licenses,Expense,2292.08
2023-04-12,Service Fees,Revenue,3123.35
2024-07-10,Utilities,Revenue,5488.34
2023-02-18,Office Rent,Expense,10284.56
2024-07-23,Office Rent,Expense,7659.36
2023-07-30,Utilities,Expense,7223.17
2023-04-04,Software Licenses,Expense,6945.97
2024-04-09,Salaries,Revenue,3537.15
2023-08-08,Office Rent,Expense,3567.61
2024-02-22,Service Fees,Revenue,9040.55
2024-07-22,Office Rent,Revenue,6327.0
2023-10-23,Product Sales,Revenue,4642.43
2024-03-02,Product Sales,Revenue,972.45
2023-04-09,Utilities,Revenue,10015.13
2023-02-23,Service Fees,Revenue,1747.95
2022-12-28,Service Fees,Expense,615.86
2023-07-18,Marketing,Expense,1990.27
2024-04-08,Salaries,Expense,5874.04
2024-09-04,Office Rent,Expense,9486.26
2024-03-03,Utilities,Revenue,3976.2
